gene	jh44	jh45	jh46	jh47	jh61	jh62	jh63	jh64
narX	1164	766	709	287	1140	970	275	241
adiC	12	27	62	28	18	30	24	21
eptA	75	114	73	41	84	108	34	33
pmrR	11	19	26	14	5	18	8	6
proP	2351	3673	1460	1016	1540	3936	388	811
basR	285	449	104	48	266	425	43	43
basS	183	150	111	64	145	159	45	47
aceA	4580	12449	902	1251	4335	14541	326	784
yjdN	15	70	13	11	7	72	3	7
cdh	653	865	223	82	497	835	65	69
yjdA	338	891	711	505	387	788	237	438
yiaU	141	72	88	25	80	59	29	20
yejH	408	557	210	150	345	536	89	114
ribE	9624	3927	1400	367	7619	5621	555	315
ribD	2802	2786	1195	459	2301	2678	430	309
gtrB	3015	2929	1162	399	2179	2603	324	290
yajC	13983	12624	2161	835	10960	10097	822	530
tgt	4320	3719	2377	989	5428	3444	1240	652
secF	3467	2748	2490	1000	4053	2573	1280	637
secD	6064	4979	5316	2160	8083	5029	2588	1521
tsx	26440	12046	3576	627	46360	13382	2731	511
yajD	756	929	143	84	540	674	52	41
nrdR	1685	1405	611	322	1292	1343	204	154
yajI	76	72	29	16	81	62	11	32
fabH	12088	6627	4469	1037	11336	8385	1689	778
plsX	1472	1116	5410	2046	2015	1428	2894	1623
fabG	24031	10881	9338	2723	23430	12639	4126	1969
fabD	17887	10251	5820	1318	16841	13583	2261	1041
yceF	1379	1416	239	147	899	1076	84	90
rpmF	56351	51867	8677	3681	54562	38606	4934	3042
yceD	7082	9706	11639	5666	6371	5938	6255	3970
fabF	30525	18728	13627	3760	24758	17820	5030	2659
acpP	167183	103646	20851	5538	116427	83559	7226	4303
yaiE	2089	3787	308	198	1338	2436	147	172
arpA	42	15	25	9	35	17	11	2
gltS	511	599	237	138	444	443	94	94
ulaG	193	93	62	20	191	112	25	10
ulaR	556	637	135	79	385	504	49	43
ulaB	86	56	30	16	49	68	13	17
ulaA	25	28	30	20	44	31	27	12
kdpA	593	3132	456	762	309	3173	92	515
kdpB	977	3196	552	889	424	3053	112	427
ulaF	38	29	42	21	47	38	23	20
perR	6	36	6	4	7	12	6	5
ykfA	7	2	45	30	12	18	26	39
yafZ	3	3	12	8	1	4	4	15
kdpC	370	1873	153	226	132	1646	46	128
kdpD	659	1602	619	769	584	1590	222	474
yafY	3	1	2	2	0	1	0	0
ykfB	2	1	6	1	2	0	2	1
speF	20	8	51	7	50	13	20	12
yafX	4	4	7	3	4	2	3	4
parC	5112	4533	2164	866	5401	4545	940	609
iclR	935	706	598	214	628	507	222	193
yfdC	17	175	47	77	16	215	15	59
clpS	400	452	322	324	279	325	142	195
mdtH	31	54	52	51	52	76	19	27
clpA	10825	23643	3587	3604	7281	23028	1415	2327
ybjX	13752	19017	2514	1606	12981	21322	901	1428
ybjD	1031	1036	353	144	659	966	136	99
macB	344	310	424	167	258	289	125	133
macA	464	566	182	95	314	437	53	53
yceO	4	3	3	2	2	2	2	0
yceJ	38	55	35	24	22	53	13	10
bssS	266	459	272	160	164	237	113	102
solA	2705	4491	566	409	1952	3932	270	292
aat	437	500	276	160	320	439	103	110
infA	12490	9457	2651	857	11234	7851	724	646
grxB	3220	6377	347	244	1694	5151	146	174
yceB	958	1756	217	128	787	1151	57	86
yaiA	85	127	67	55	57	150	30	29
ygaD	2207	1722	620	206	1741	1663	229	120
metH	2587	6570	1105	1275	2653	7949	513	842
ubiC	351	365	274	115	376	321	97	69
mltB	3893	4308	617	253	3013	4235	220	218
ytjB	251	210	200	69	184	202	61	43
damX	5747	7841	3139	1591	6293	6416	1449	1167
livF	84	217	70	38	74	194	28	23
yohJ	255	170	126	30	83	171	23	23
aroM	323	452	125	77	512	362	61	26
iadA	3109	2762	877	437	2654	2524	380	246
yihD	2284	2317	373	172	2327	1917	170	121
yjiA	1760	1085	361	171	1694	1545	163	140
hdeB	129	134	21	14	94	123	7	6
orn	3202	2443	406	119	2114	2312	134	98
luxS	26903	29811	3379	1573	16436	24470	1152	1091
glpQ	6217	9572	2297	1391	10104	11116	1814	1246
glpT	8072	10294	3598	2037	17140	16460	3280	1856
glpA	2990	2876	1168	563	3819	3788	1391	502
nrdA	6426	8567	2487	1557	6383	11563	799	1019
nrdB	3657	6151	1175	767	2798	6306	347	515
yfaE	161	227	212	135	86	240	62	97
inaA	286	1137	68	129	190	938	29	99
glgA	1157	1365	752	423	862	1747	261	315
yaiI	519	660	122	66	517	672	45	51
glpC	1076	3249	319	333	1884	3431	324	235
gshA	8099	7515	4059	1785	7977	8453	1629	1358
yqaA	145	107	780	306	128	100	285	191
ravA	1006	708	397	125	695	685	197	100
rdoA	1053	572	1113	322	548	543	390	288
hdeA	592	855	102	45	409	629	47	35
aroK	7734	10656	1863	904	6568	8015	637	631
ubiF	1970	1519	738	334	1456	1501	223	236
miaB	11464	12288	2832	1370	13364	14830	1234	962
nuoH	2856	7085	2369	2081	5234	10413	1433	1301
nuoG	15702	36642	9463	8794	24961	53079	5519	5616
ybeX	5086	3363	2421	773	4853	4212	749	585
lnt	1804	1325	1846	610	1786	1670	723	567
ybeZ	9598	5138	2415	567	7102	6450	781	520
ybeY	2803	1531	1031	246	1761	2063	331	220
aroL	567	572	256	117	477	448	77	111
yfbR	686	1379	105	106	425	1152	40	72
paoD	23	20	27	13	29	28	11	16
yrdD	550	861	468	334	600	640	185	253
rimN	2029	3193	501	269	2161	2807	194	236
smf	127	278	358	250	117	97	208	150
ibsB	2	5	10	20	1	1	11	17
yrdA	4605	3224	596	231	2568	2274	182	134
frlD	34	26	39	30	32	21	13	23
aroE	1342	1749	504	257	1403	1640	231	198
yrdB	306	315	162	84	322	251	90	61
yegI	20	87	52	76	21	65	27	67
yagV	40	59	48	26	53	71	20	15
alkA	112	362	224	183	100	311	45	63
yegD	73	235	81	131	118	215	47	109
fmt	3824	3483	1449	554	3682	3353	626	471
ibsA	0	8	19	24	2	1	14	27
yegK	3	11	7	13	5	5	2	13
ykgJ	264	111	96	59	103	114	17	17
yagU	1639	5946	274	355	1870	6482	122	299
adrA	20	28	42	25	32	19	28	21
paoA	10	10	18	1	7	17	8	4
ydcD	49	59	19	13	30	33	10	5
yncH	0	1	0	2	0	1	0	0
yncG	18	55	12	15	12	59	7	15
yddH	25	71	27	27	18	52	20	24
pptA	305	489	50	22	221	217	15	13
ydcC	2	7	2	2	3	5	2	2
yddE	778	1120	155	112	454	894	55	75
nhoA	72	172	36	27	65	137	9	16
yohP	16	86	5	9	9	93	0	3
fumA	7830	15040	1320	1126	11333	15665	829	768
fumC	660	1240	133	119	950	1247	88	85
ydgA	5643	5902	1417	618	4939	6000	561	462
manA	3461	3015	629	249	2975	2864	237	144
uidB	20	16	37	22	45	25	21	23
uidC	7	6	29	15	19	4	10	12
proC	2998	3631	469	249	2313	3359	187	153
uidA	140	60	122	99	350	88	59	64
malI	153	294	78	75	153	318	36	36
hdhA	1242	2604	237	204	757	2438	70	108
insA-6	0	0	0	0	0	0	0	0
yhhZ	8	6	27	22	7	2	6	7
yhhY	213	426	187	101	124	338	64	40
yhhX	2482	1859	350	110	1593	1626	137	99
ftsH	17688	19439	13043	5982	15645	20353	4740	3668
folP	1171	1511	522	245	1427	2073	299	197
rimP	4328	3287	1297	644	5554	3626	679	467
nusA	16268	16972	4972	2525	25363	19983	3218	1707
argG	1501	1214	330	156	2055	1639	196	125
yhbX	44	25	72	46	42	21	47	43
glmM	8016	7872	2223	910	8073	8108	1023	649
secG	8553	10446	5371	3263	9760	7954	1280	2361
rpoZ	17547	15381	2208	826	12483	11154	734	567
yohD	122	436	60	95	74	404	22	72
ligB	37	23	75	47	36	25	23	19
yicG	295	103	171	49	172	116	43	58
caiA	104	81	125	43	104	71	78	46
caiT	17	26	75	75	16	10	26	31
rseB	3510	2928	2586	796	2328	2884	635	640
rseA	10693	12774	3494	1474	4949	9815	899	934
caiE	10	3	24	11	6	6	11	7
caiD	48	36	50	35	35	36	32	33
caiC	87	55	80	34	85	74	37	28
caiB	77	61	50	17	95	70	15	20
dapB	2795	2334	647	234	2590	2508	310	176
carA	1151	439	250	63	814	584	86	54
carB	2524	878	716	174	2270	1541	303	155
caiF	39	62	12	14	41	43	13	7
ftsX	1685	1761	985	377	1652	1735	437	279
yidZ	233	200	119	46	173	187	43	35
yejG	446	5612	96	532	383	3813	50	282
asnC	557	431	88	31	477	394	34	26
nudE	1141	4295	387	483	894	3213	124	312
adiY	305	99	38	6	140	198	16	6
tnaA	363	465	110	52	761	734	86	63
yiaV	20	29	25	9	17	26	11	11
mmuM	206	132	24	4	32	55	6	10
hisM	95	445	85	138	109	471	32	90
yiaR	41	19	28	8	43	31	7	8
yiaQ	59	15	15	10	42	25	4	4
lyxK	28	27	63	44	30	22	44	47
yiaO	18	14	16	5	24	16	4	8
yiaT	29	36	38	21	40	39	10	10
yiaS	40	27	53	32	41	35	16	26
melA	248	124	68	24	208	295	25	28
ytfQ	242	496	73	49	308	428	40	41
idi	396	272	96	36	269	259	43	32
yhfL	55	102	22	18	48	71	6	7
ppa	69346	33371	8301	1861	76258	33566	3952	1673
codA	2413	1644	534	172	1907	1888	207	132
dadX	2743	7022	1502	1970	3969	7185	732	1102
yfcI	98	343	52	63	68	203	28	41
cynT	30	32	15	13	24	34	7	2
ubiE	5368	4122	1198	382	3785	4464	402	255
melR	148	117	80	20	161	108	107	21
cynR	243	227	64	43	229	238	31	28
prpC	9	10	50	45	17	14	43	61
purP	2751	1723	1414	344	1963	1882	412	276
prpB	7	15	7	8	14	12	7	4
thiF	63	31	52	35	43	25	36	21
umuD	103	194	42	44	72	167	18	32
ygeI	4	3	2	1	0	6	0	1
ygeH	15	10	20	11	14	10	3	9
ygeG	5	4	45	38	3	6	13	15
yqeK	5	3	7	3	2	2	3	1
umuC	89	107	77	58	38	95	31	63
yqeJ	86	14	22	8	57	23	6	5
yqeI	254	122	92	23	193	117	27	18
yqeH	46	43	21	14	56	32	12	9
yqeG	2755	1614	969	299	3095	1842	404	240
yqeL	12	13	2	2	9	12	1	1
fimF	55	91	43	23	58	111	12	13
nirC	129	88	99	57	147	110	50	44
yieH	228	129	124	52	107	138	36	35
fimD	178	422	482	579	369	490	342	670
fimC	248	777	89	106	290	803	37	55
hsdR	3564	2122	1631	450	3903	2356	784	394
sdaC	46624	57138	14152	7375	87849	68490	10502	5658
mdtF	42	35	93	62	42	37	42	57
fimA	19125	33987	1830	1636	24593	34118	1284	1139
yjiX	35	31	70	50	44	83	53	42
rpmD	20178	21143	11505	5330	35878	23011	6840	3168
frlR	600	484	197	67	544	403	79	53
yieE	249	140	189	64	129	110	88	43
fimB	462	910	83	47	564	633	39	28
nanC	9	3	5	17	1	4	1	8
ydjJ	39	30	27	23	69	27	4	9
ydjI	50	52	16	7	93	54	17	8
ydjH	6	9	68	35	28	23	33	21
ydjG	61	122	63	46	97	81	36	52
ydjF	632	429	180	56	531	398	60	46
ydjE	41	20	14	20	46	32	11	14
pncA	1109	770	352	111	1092	859	167	87
ansA	2771	2083	550	202	2706	2034	227	179
rpsM	46952	68153	20704	10665	78248	61255	11818	6469
ydjL	39	49	25	15	107	43	16	5
ydjK	5	15	16	9	11	12	12	3
yhjK	664	439	864	403	624	429	475	456
bcsC	346	219	318	134	271	207	164	100
bcsZ	86	39	79	24	67	43	25	26
insH-9	0	0	0	0	0	0	0	0
fumB	447	221	104	32	486	264	57	25
yhjH	8147	12355	3172	1960	3433	12483	607	1384
mrr	1278	802	344	154	887	625	143	76
kdgK	6252	5253	1238	473	5283	5946	517	358
yhjJ	2931	1737	820	233	1751	1743	276	194
dctA	3756	2476	1665	528	5928	2440	1043	363
insG	393	351	328	190	248	357	88	120
hemY	2004	1127	1283	370	1717	1292	466	319
aslB	22	21	47	17	23	27	24	24
aslA	27	26	68	53	29	21	36	25
galU	14415	10256	2183	781	10521	9815	725	607
rssB	435	438	261	168	344	441	114	117
hemX	3473	2350	1281	307	2547	2300	389	271
hemD	671	374	661	196	449	389	227	121
purU	5167	5401	837	415	4765	4884	316	274
rssA	547	644	247	139	473	641	96	96
ychJ	1380	1099	434	204	955	813	149	129
narI	142	76	80	19	494	242	99	33
frlB	218	93	65	16	235	133	15	13
tpr	9	46	48	70	23	17	40	70
gltP	1185	3348	678	593	1417	3006	229	334
ypeC	56	274	15	72	36	235	12	59
fdhF	161	202	337	258	162	174	152	177
mdtP	14	17	37	31	8	13	14	24
mdtO	9	9	38	22	16	15	9	10
mdtN	59	73	17	6	38	175	9	8
ytcA	2	1	6	4	0	4	10	5
yjcS	43	30	61	33	46	31	22	42
alsK	49	50	63	32	66	50	19	19
bcsA	75	56	173	71	74	69	96	70
yghS	10	17	8	7	13	13	3	7
exbB	3611	2846	1255	445	3614	3055	666	444
yjjM	216	286	51	28	254	327	135	33
yghT	7	10	98	37	8	4	29	45
rep	1413	1118	798	283	1328	1254	280	224
rbbA	1044	886	931	375	852	979	260	248
yihF	35	36	36	15	24	22	13	16
yjjL	42	52	44	54	62	57	25	23
ytfI	18	16	76	56	14	9	23	18
ybfD	5	1	7	0	3	3	0	1
ybgA	61	122	27	13	39	164	9	17
ykfH	0	0	6	5	0	0	0	1
ykfG	0	1	1	2	0	0	1	3
rhsC	30	19	77	34	36	26	20	33
ybfB	7	9	8	5	11	12	5	6
ykfI	1	9	91	56	3	1	62	59
yafW	0	1	0	3	0	4	0	1
crl	480	2204	94	134	476	1786	35	85
phoE	48	100	41	32	54	50	16	20
proB	4514	6864	1450	1003	4745	7066	662	635
proA	5815	6688	1757	1070	5226	6678	753	718
ybjS	1361	814	431	154	1234	842	144	149
ybjT	296	307	368	157	289	305	147	128
ybjQ	1052	948	170	90	819	922	63	53
amiD	421	563	286	150	354	537	123	133
gnsA	1377	956	242	107	1056	655	71	49
yccM	45	24	37	20	40	22	17	10
ltaE	2119	1666	548	296	1594	1583	193	238
poxB	429	1051	101	97	258	1494	45	87
insB-4	0	0	1	0	0	0	0	0
cspH	5	6	7	1	3	0	2	3
cspG	64	120	36	34	94	93	24	43
ymcE	325	192	161	72	250	120	78	50
gfcC	28	34	28	17	51	70	11	18
rimK	420	270	609	194	378	268	249	161
gfcA	85	102	26	20	76	118	12	11
insA-4	1	0	2	0	2	3	2	0
nikE	44	25	66	27	49	29	28	16
yhfW	46	83	86	70	33	16	33	59
ybjN	1665	1424	584	181	1186	1250	188	138
yhfX	2	10	19	11	10	17	12	10
yhfU	27	22	15	5	23	17	6	14
proY	1412	1437	820	362	2070	1992	371	302
malZ	552	549	241	86	557	600	108	77
phoR	138	164	152	86	144	157	49	59
brnQ	1940	2822	1114	635	2376	3592	488	498
sbcD	1113	748	342	113	832	764	111	78
phoB	471	542	142	63	356	446	44	42
araJ	7201	6999	4796	2606	8258	7467	2134	1857
sbcC	1434	954	712	220	1259	1153	298	174
rhlB	10547	9432	2654	1054	8485	8444	1149	723
trxA	27435	29680	3617	1453	18959	21170	1193	908
rho	39406	27109	7406	2644	36399	25159	2936	1724
rfe	2748	1521	1393	452	2546	1626	567	354
wzzE	1710	1369	1229	416	1561	1321	484	323
rffE	2876	2314	1182	446	2460	2385	425	297
acpH	398	546	120	51	323	449	36	36
queA	2617	3052	638	322	3289	3175	331	236
recA	33956	25396	6792	4496	29020	28783	2790	3632
recX	212	243	106	110	233	245	59	76
yhfY	42	42	24	8	44	37	19	7
yqaB	2132	1043	793	290	1523	1135	320	206
yhfZ	176	138	86	38	218	163	45	24
alaS	58468	37549	21208	7514	57085	42555	8294	4657
csrA	16568	11179	3333	1131	13753	8923	1207	734
gyrA	18883	29884	7783	5671	17261	31997	3224	4404
yfaA	58	47	49	40	212	71	20	33
yfaT	0	0	21	5	8	3	9	5
yfaQ	10	25	34	41	9	14	19	31
yfaP	9	17	23	26	4	21	15	34
atoB	14	27	28	39	14	39	14	41
atoE	7	14	26	21	5	7	3	7
nikC	34	10	38	7	68	23	35	13
dinQ	126	284	802	724	88	124	379	559
yfaL	101	302	251	232	101	146	101	199
ubiG	2778	7881	407	556	2080	6702	162	352
ydhT	21	7	23	24	2	7	13	15
ydhU	14	24	26	9	15	23	12	9
ydhX	21	33	30	28	18	27	9	19
ydhW	3	8	23	18	9	11	6	7
ydhV	27	35	35	21	26	30	11	20
ydhY	23	28	66	35	13	12	8	2
ydhZ	193	105	59	25	183	72	25	23
pykF	18855	8854	2470	626	15394	10118	878	500
lpp	512608	557871	70816	32543	307565	392035	38842	28132
ynhG	340	1507	85	110	226	1688	32	91
opgB	2373	2091	1503	608	2592	2212	663	533
lamB	7568	683	1246	96	26460	7853	1565	341
arsR	97	72	31	25	53	58	19	10
djlC	16	31	77	38	21	18	20	25
hscC	27	13	62	35	27	13	23	13
ybeT	7	17	5	9	12	14	4	2
ybeU	7	20	33	15	15	17	2	10
gltK	135	173	105	72	189	229	51	29
gltJ	196	278	132	90	216	355	48	70
rihA	1612	795	271	96	2079	978	222	53
gltL	826	881	154	89	758	1037	73	58
gltI	1956	2979	501	242	1718	2715	214	199
insH-3	0	0	0	0	0	0	0	0
yfcF	187	725	52	88	121	745	19	57
yfcE	3226	8491	770	567	1768	7794	235	444
tusC	371	243	228	70	266	250	54	50
tusD	422	259	304	105	299	295	91	61
rpsL	69952	65483	16090	8979	105283	71968	9209	5438
tusB	283	140	386	97	230	170	110	84
ogrK	691	1755	82	75	463	1324	24	59
rpsG	78322	76819	23814	12527	112114	83207	13175	7354
chiA	575	351	257	129	630	344	119	91
tufA	104146	55390	16392	4286	144140	81848	8054	2964
baeR	608	1464	128	133	489	1208	45	74
baeS	129	150	112	81	121	172	47	83
yegQ	3092	9815	718	1023	4273	8119	390	664
yegP	73	682	12	48	35	796	2	52
mdtB	286	312	287	191	260	312	107	197
mdtA	189	577	99	107	198	470	37	62
mdtD	38	51	53	35	41	60	26	34
mdtC	152	144	171	145	258	164	101	111
nrfE	10	32	55	33	27	24	34	32
rplS	100613	89502	12248	5257	72748	76422	5230	3626
nrfD	13	17	47	25	23	27	18	28
malM	3697	364	861	60	11052	1996	878	220
ynfD	594	528	75	30	380	543	23	39
ynfE	47	30	78	32	21	16	22	22
ynfF	203	127	89	56	136	136	24	34
ynfG	44	30	37	20	41	41	13	12
ynfA	173	241	44	21	133	180	11	14
ynfB	2584	2675	396	196	1830	2448	151	124
speG	2083	1779	533	267	1402	1556	177	179
ynfC	320	680	100	73	223	418	29	42
nikA	1437	49	332	40	738	114	165	30
nikB	80	14	62	7	101	32	53	8
ynfH	43	40	101	83	45	40	57	56
dmsD	806	1184	199	134	598	1030	81	70
dut	8610	3536	1458	382	5816	3998	449	284
yiaF	5633	11518	1704	998	4122	9310	650	632
ispB	4194	2127	1693	531	3775	2605	628	424
sfsB	123	106	51	9	78	108	18	8
obgE	3518	2650	1089	416	5153	2983	781	344
yhbE	318	248	956	274	706	311	643	325
rpmA	43750	40333	9846	2957	49704	33731	5242	2404
rplU	62164	31767	12407	3767	77451	31753	6349	2991
rlmE	2765	2048	1955	844	2364	2609	649	664
yhbY	6952	5974	1345	438	6818	4142	645	429
greA	5667	3208	790	252	6509	3840	397	265
dacB	1300	854	477	168	1163	953	224	188
glrK	378	525	513	307	269	411	191	222
rihC	1697	1441	383	113	2608	1854	284	138
ispH	3019	2725	1142	544	3119	2893	460	436
pgpC	1335	1229	515	200	936	1425	173	165
tadA	771	416	486	201	863	467	157	178
yfhL	497	778	121	91	497	564	48	64
yfhH	1133	953	268	141	1174	868	136	97
yaaY	1	0	34	20	3	1	14	10
rpsT	48242	36297	11863	3600	40213	27090	6532	3846
insA-1	0	0	0	0	0	0	0	0
insB-1	0	0	0	0	0	0	0	0
fkpB	2076	2994	661	337	2246	3189	259	245
lspA	1263	1041	1508	839	1492	1181	696	568
ileS	28466	31030	8482	4682	32913	37345	3904	3013
ribF	2624	2289	1861	1005	2081	2156	728	681
glrR	1585	696	683	183	1465	1075	287	126
mdtM	83	117	65	43	96	106	22	32
yfhG	794	595	448	178	611	536	178	151
yraR	324	579	116	47	239	449	46	29
yjiC	21	7	28	8	19	7	14	7
ydeR	16	20	91	45	21	15	27	36
ydeS	18	49	15	13	26	37	6	7
yraQ	739	1271	306	180	1448	1605	199	161
tsr	28847	27489	9844	3895	23127	36102	3233	3281
yddB	371	1246	140	163	433	1296	74	108
yddA	156	562	104	168	148	455	36	101
ydeM	23	20	15	30	26	16	5	15
ydeN	237	142	65	31	315	175	23	22
ydeO	13	14	13	4	19	24	1	3
safA	2	0	15	6	0	0	13	11
ydeP	137	304	106	69	144	377	39	59
ydeQ	43	68	39	29	43	88	22	35
yfaY	1744	6347	452	575	1393	6078	173	368
yhbS	1687	1059	516	217	1157	1039	194	116
yfaZ	819	565	296	106	734	745	98	60
yigL	2299	1362	440	115	1395	1484	128	118
yhbQ	56	40	59	19	40	39	24	12
rhmD	27	40	7	22	24	34	5	5
uhpA	822	1363	366	333	739	1173	154	239
rhmR	8	15	8	8	4	8	6	9
yibG	18	12	9	5	3	10	2	2
rhsA	5	5	27	13	4	5	14	30
rhmA	115	330	35	32	102	362	15	28
selA	1393	812	621	214	1529	1100	277	180
yibF	507	1502	99	101	362	1398	40	91
yiaY	10	10	18	6	9	4	10	12
yphF	65	83	20	27	55	74	7	21
yiaW	6	10	2	0	5	11	0	1
rhmT	10	23	49	36	17	29	11	20
yphG	100	84	202	122	94	89	75	82
yfaD	168	682	49	118	141	519	27	61
bfr	351	1107	124	95	243	1190	42	86
bfd	235	439	32	27	216	363	18	29
gspM	17	24	25	4	12	14	14	18
gspO	16	12	22	11	24	10	10	10
gspK	3	4	27	12	5	2	9	13
ypaA	43	116	28	59	21	118	5	38
gspI	5	2	5	3	3	0	3	0
gspJ	24	31	105	57	7	6	7	5
gspG	6	1	7	4	3	2	5	0
gspH	5	3	7	1	4	1	3	0
crp	21139	9382	4316	1126	16990	10017	1586	928
yniB	481	700	202	116	413	496	54	62
spoT	3033	2096	4341	1447	4361	3562	1862	1165
insD-5	0	0	0	0	0	0	0	0
insC-4	0	0	0	0	0	0	0	0
yhfK	834	347	904	191	785	364	400	165
ygeR	1398	811	678	171	959	698	263	144
xdhA	191	113	119	47	181	125	66	45
fecI	234	183	308	127	186	222	170	121
yeaI	23	4	47	31	12	4	16	15
yeaJ	182	402	188	141	248	434	82	159
iraD	20	37	18	16	20	40	5	10
gapA	199279	104443	23068	5491	166342	128348	10655	5055
rzoR	1	3	1	0	2	6	0	0
trkG	310	147	188	41	239	158	53	47
ynaK	11	6	16	9	8	3	2	3
ydaT	43	67	12	10	34	54	11	1
ydaU	10	31	15	8	14	14	9	11
ydaV	44	29	14	13	37	37	8	11
mipA	29369	37758	3768	2352	23621	33957	1552	1523
pabA	510	334	128	55	393	380	52	56
metE	568	1601	194	157	806	3429	115	180
metB	403	503	492	195	278	519	199	174
metL	4190	2606	1502	568	4501	3893	650	437
hsdS	1107	374	363	49	1328	461	183	43
hslU	38209	9079	7344	977	26386	16513	2123	1172
hslV	14337	3151	2426	332	9611	6740	604	404
ftsN	1922	2842	1311	700	1598	2058	394	446
cytR	1456	1779	742	351	1548	1631	382	215
priA	523	857	310	177	511	853	147	153
rpmE	52026	43724	5001	2295	64983	36564	3001	1791
yiiX	36	15	76	36	27	17	21	39
metJ	3096	2677	514	217	1710	2452	176	138
fic	65	119	45	31	52	117	19	26
metR	211	1731	56	134	194	1688	26	90
aroD	914	1545	144	107	530	1212	57	86
emrA	2396	1582	955	316	2281	1714	309	207
ydiF	27	14	20	6	58	27	13	8
rfaF	2227	1025	1546	350	2015	1376	599	311
dnaC	671	380	255	71	572	365	89	58
yigE	47	25	49	27	23	19	6	6
uvrD	2385	2212	1409	663	2343	2424	568	468
yigF	140	106	51	27	59	44	28	26
corA	1949	2632	659	422	1858	2018	227	241
yigA	1102	797	779	320	819	946	300	221
dapF	1785	1501	1128	521	1339	1519	425	345
yigB	2444	2103	743	410	1202	1261	245	248
xerC	1197	811	664	221	980	849	229	173
rarD	364	490	208	114	472	523	81	84
yigG	5	1	8	3	3	2	2	1
rpiR	896	788	276	141	616	588	129	86
alsB	200	214	53	29	260	251	25	16
alsA	31	16	43	26	58	29	19	18
tdh	11094	5698	2442	588	9209	8107	945	515
yggM	15	16	21	16	7	14	4	11
phnP	103	90	113	55	67	109	35	47
yjdP	12	46	31	40	19	23	11	18
rpiB	104	349	51	40	75	217	18	13
phnM	8	12	21	7	9	19	15	7
phnN	12	22	22	12	16	17	12	7
yibQ	815	232	425	70	716	370	180	81
hycC	56	36	52	31	53	65	22	37
yjgZ	0	0	14	9	0	1	3	5
yfeA	317	767	346	372	296	714	129	265
cyaA	2484	2517	3037	1259	2205	2839	942	1090
cadA	38	31	67	51	36	17	29	29
yjjB	41	14	26	7	39	34	8	6
ythA	4	11	3	1	3	4	0	0
tsgA	600	141	262	68	454	267	81	51
pyrC	8227	4857	1379	365	4109	4513	307	249
adiA	86	77	93	64	72	85	52	50
ydiO	49	40	26	23	60	41	9	9
rfaH	698	971	233	109	550	717	73	83
ydiP	87	210	28	21	69	149	15	15
cyaY	2411	1103	371	76	1843	1209	138	79
rtn	212	528	206	196	214	444	109	144
yifL	2749	3680	360	160	2206	3516	157	140
yejA	480	1138	231	226	293	916	83	158
yjdF	129	298	60	41	92	251	26	18
lpxT	1337	1221	333	199	1240	1567	130	173
dinI	1011	868	445	301	582	833	179	277
melB	37	33	51	29	30	36	21	50
argF	4	5	30	21	5	5	28	21
spr	7744	19309	3029	3513	7669	12979	1309	2673
dcuB	18	18	54	24	31	24	29	19
yejF	240	250	209	125	199	297	82	115
yagE	4	6	105	69	5	4	38	50
yagA	5	4	22	14	17	5	5	6
yagG	6	8	39	24	11	3	25	17
yagF	6	9	24	23	7	8	15	14
yagI	3	5	11	7	3	10	7	4
yagH	23	27	129	68	17	17	55	50
lysU	7828	2856	1540	267	6009	4721	550	237
yjjQ	1	3	9	10	3	1	4	6
yejB	126	170	101	79	131	151	40	60
allS	12	6	19	15	11	6	14	8
selU	682	360	187	90	602	394	89	81
yejE	189	274	163	90	128	224	43	68
ybbC	49	109	18	12	43	76	12	6
rhsD	50	58	209	127	57	51	117	123
ybbP	232	381	246	148	196	274	96	97
ybbA	178	201	91	50	106	199	22	29
pldB	672	528	801	251	512	498	205	199
agp	1073	1044	207	105	1124	1323	145	61
artP	2372	1419	510	174	2867	1878	245	165
cbpA	1824	1993	378	150	1110	1615	111	120
artQ	624	544	529	212	1031	777	268	189
torD	9	18	43	20	16	12	10	16
artJ	617	711	68	30	690	612	39	31
rlmD	555	790	278	152	510	697	110	123
ybjO	109	76	113	38	90	59	30	41
potI	25	75	36	38	31	50	20	30
potH	30	88	42	55	34	94	19	36
ldcC	139	195	159	80	126	245	70	81
accA	14902	10661	3393	1168	14083	12117	1357	892
dnaE	2677	1782	3393	1238	3208	2248	1649	942
rnhB	929	725	478	191	1133	807	197	160
yaeP	999	989	264	163	619	756	83	108
rof	961	1207	285	159	476	945	89	90
tilS	997	1033	521	285	1077	1088	221	178
yaeR	350	1118	107	86	254	893	21	53
yaeJ	186	160	150	77	203	163	65	58
yaeQ	972	685	216	61	911	798	99	66
apt	10545	13057	1639	730	12650	10189	695	470
ybaN	209	292	107	45	331	355	47	45
priC	337	372	161	77	214	301	48	50
ybaM	143	144	44	17	105	120	13	12
htpG	61605	13157	13214	1550	42756	26420	4159	1852
recR	2324	1662	2498	826	2497	1410	1141	609
ybaB	11523	13705	1569	483	9687	10944	673	344
dnaX	2394	3231	2194	1167	2738	3374	1043	845
wzyE	482	234	443	105	439	249	147	81
rffT	855	461	568	190	792	470	255	158
hemH	1111	862	353	111	873	1002	155	112
adk	33214	49059	3620	2473	31076	41612	1752	1694
yjhX	13	10	11	9	12	10	18	5
yjhQ	103	218	47	29	148	208	16	10
yifK	823	720	519	177	902	755	242	119
rffM	862	558	269	87	857	574	101	74
